Date,Country,Production_Tons,Export_Tons,USD_Price,Month,Year,Season
2010-09-12,Canada,156402,29656,6.1,9,2010,Spring
2010-04-15,Colombia,208467,12010,14.01,4,2010,Ramadan
2019-12-24,Spain,316708,27703,16.41,12,2019,Winter
2023-11-03,Sweden,192805,24852,11.02,11,2023,Spring
2018-02-02,Switzerland,180369,32083,12.78,2,2018,Winter
2020-08-20,Hungary,185107,27661,17.02,8,2020,Summer
2010-10-12,Portugal,313910,22968,6.24,10,2010,Spring
2021-08-15,USA,257691,28010,10.1,8,2021,Summer
2016-04-13,Switzerland,226910,34604,16.6,4,2016,Ramadan
2018-01-03,Hungary,285986,37831,7.82,1,2018,Winter
2019-09-25,India,152168,19024,8.93,9,2019,Spring
2020-02-22,Egypt,215101,13662,15.51,2,2020,Winter
2019-03-29,Saudi Arabia,255298,29999,6.75,3,2019,Ramadan
2019-05-28,Portugal,289385,32791,15.37,5,2019,Spring
2023-02-06,Chile,298512,39863,13.91,2,2023,Winter
2020-11-18,Italy,331421,52519,11.97,11,2020,Spring
2016-04-13,Denmark,277983,17418,8.79,4,2016,Ramadan
2023-10-04,Jordan,180091,28913,17.18,10,2023,Spring
2019-06-27,Mexico,311264,39261,5.7,6,2019,Summer
2020-08-20,India,310868,23233,12.12,8,2020,Summer
2020-10-19,Hungary,287877,13072,13.81,10,2020,Spring
2024-01-02,Jordan,220147,13295,9.06,1,2024,Winter
2022-10-09,China,330367,24329,8.45,10,2022,Spring
2023-08-05,Hungary,324878,36253,17.37,8,2023,Summer
2019-03-29,Spain,255100,8009,6.4,3,2019,Ramadan
2019-08-26,Switzerland,252439,29489,11.35,8,2019,Summer
2012-06-03,Greece,204222,11289,12.68,6,2012,Summer
2012-12-30,Canada,204220,24080,16.33,12,2012,Winter
2011-04-10,Portugal,164692,12826,11.26,4,2011,Ramadan
2022-02-11,Poland,238777,30781,14.15,2,2022,Winter
2015-01-19,USA,265559,71682,5.93,1,2015,Winter
2021-12-13,USA,283015,57874,8.27,12,2021,Winter
2022-02-11,Denmark,214408,35708,16.78,2,2022,Winter
2022-07-11,Norway,324986,15158,18.4,7,2022,Summer
2015-01-19,Greece,278508,36788,15.86,1,2015,Winter
2024-05-31,Morocco,346056,28800,13.13,5,2024,Spring
2022-01-12,USA,276403,63039,8.42,1,2022,Winter
2015-04-19,Colombia,191117,38150,8.11,4,2015,Ramadan
2012-10-31,Turkey,195630,6930,9.68,10,2012,Spring
2023-03-08,Netherlands,185751,19409,15.21,3,2023,Ramadan
2011-06-09,Norway,259901,15320,7.74,6,2011,Summer
2012-01-05,India,163107,38545,6.82,1,2012,Winter
2010-12-11,Peru,271740,17220,11.24,12,2010,Winter
2016-07-12,Lebanon,285952,37349,11.14,7,2016,Summer
2023-01-07,China,170377,22321,5.74,1,2023,Winter
2015-10-16,Greece,157592,20391,9.28,10,2015,Spring
2013-10-26,India,297073,16186,17.34,10,2013,Spring
2019-09-25,Poland,171267,24600,8.65,9,2019,Spring
2022-04-12,Norway,310804,24261,12.91,4,2022,Ramadan
2021-06-16,Japan,348587,14256,10.9,6,2021,Summer
2023-10-04,Canada,203361,23382,8.97,10,2023,Spring
2011-02-09,Argentina,272754,9503,17.1,2,2011,Winter
2022-08-10,Canada,222917,48981,7.86,8,2022,Summer
2021-07-16,Romania,246647,20563,6.17,7,2021,Summer
2017-04-08,Algeria,158340,11471,12.92,4,2017,Ramadan
2022-01-12,Qatar,171818,33009,15.37,1,2022,Winter
2012-02-04,Greece,265059,36892,8.41,2,2012,Winter
2020-12-18,Mexico,295043,10155,16.61,12,2020,Winter
2015-04-19,Hungary,204504,31655,8.63,4,2015,Ramadan
2015-02-18,Peru,332390,21998,9.75,2,2015,Winter
2018-02-02,Egypt,235081,29190,6.58,2,2018,Winter
2017-12-04,China,164692,48525,17.31,12,2017,Winter
2012-03-05,Germany,213370,35913,11.56,3,2012,Ramadan
2010-08-13,Brazil,334629,27460,6.29,8,2010,Summer
2019-06-27,Libya,158171,23380,9.91,6,2019,Summer
2013-05-29,Sweden,297728,29304,10.22,5,2013,Spring
2012-01-05,Japan,261181,38385,12.68,1,2012,Winter
2010-01-15,Lebanon,313292,25889,6.9,1,2010,Winter
2022-09-09,Norway,214317,19350,16.88,9,2022,Spring
2013-03-30,Brazil,216983,7771,13.44,3,2013,Ramadan
2016-03-14,Greece,254511,32865,8.89,3,2016,Ramadan
2012-01-05,Jordan,199215,25258,12.67,1,2012,Winter
2013-12-25,UAE,258270,32847,6.73,12,2013,Winter
2018-05-03,Portugal,197059,32638,7.63,5,2018,Spring
2016-07-12,Canada,196173,48540,15.04,7,2016,Summer
2021-05-17,Egypt,330031,30214,16.99,5,2021,Spring
2023-07-06,Jordan,181875,21678,8.01,7,2023,Summer
2011-09-07,USA,169615,30116,11.6,9,2011,Spring
2015-11-15,Egypt,169629,11464,17.74,11,2015,Spring
2020-10-19,Japan,269586,11376,13.45,10,2020,Spring
2017-02-07,Switzerland,264844,6551,11.95,2,2017,Winter
2014-11-20,Italy,190617,29015,6.5,11,2014,Spring
2013-09-26,France,250039,45216,13.25,9,2013,Spring
2019-09-25,Jordan,205540,32567,8.4,9,2019,Spring
2021-03-18,Norway,232031,31611,13.58,3,2021,Ramadan
2012-07-03,Switzerland,300390,15448,7.31,7,2012,Summer
2020-11-18,Libya,337086,30400,16.74,11,2020,Spring
2011-11-06,Romania,292737,28509,14.3,11,2011,Spring
2023-09-04,Turkey,331684,12563,8.63,9,2023,Spring
2012-10-31,Colombia,190219,34262,16.23,10,2012,Spring
2016-12-09,Sweden,307641,31684,9.02,12,2016,Winter
2020-07-21,Chile,289348,12519,6.22,7,2020,Summer
2012-10-31,South Africa,275967,27277,5.94,10,2012,Spring
2017-07-07,Greece,347950,6312,17.72,7,2017,Summer
2018-06-02,UAE,217586,36874,18.42,6,2018,Summer
2020-02-22,Sweden,215495,36918,9.14,2,2020,Winter
2018-02-02,Denmark,196013,21436,10.05,2,2018,Winter
2019-02-27,Saudi Arabia,296606,8656,6.18,2,2019,Winter
2021-08-15,Saudi Arabia,276024,20664,15.05,8,2021,Summer
2022-08-10,Kuwait,175045,37087,12.38,8,2022,Summer
2015-03-20,Japan,211252,39899,10.44,3,2015,Ramadan
2013-02-28,Belgium,227308,7189,5.76,2,2013,Winter
2015-06-18,USA,289159,43976,12.02,6,2015,Summer
2010-07-14,Australia,330105,25447,18.19,7,2010,Summer
2017-01-08,Germany,240474,40856,17.91,1,2017,Winter
2012-07-03,Argentina,191800,31022,8.18,7,2012,Summer
2014-02-23,USA,322550,74397,10.65,2,2014,Winter
2011-10-07,Brazil,325911,18039,15.95,10,2011,Spring
2020-04-22,Italy,292352,73438,11.65,4,2020,Ramadan
2016-06-12,USA,178402,44344,14.27,6,2016,Summer
2021-07-16,India,304834,18648,12.05,7,2021,Summer
2017-05-08,Romania,211306,33700,15.35,5,2017,Spring
2016-02-13,USA,253435,71818,5.68,2,2016,Winter
2012-08-02,Germany,199763,35494,15.42,8,2012,Summer
2017-03-09,Romania,194989,32516,12.94,3,2017,Ramadan
2022-10-09,Denmark,205839,14869,9.5,10,2022,Spring
2013-01-29,Norway,187380,13507,8.43,1,2013,Winter
2019-03-29,Japan,319814,24002,8.14,3,2019,Ramadan
2016-08-11,Brazil,297699,29920,6.61,8,2016,Summer
2016-01-14,Austria,242633,8916,18.0,1,2016,Winter
2021-09-14,Australia,218624,17993,14.62,9,2021,Spring
2022-04-12,UK,344114,25771,8.67,4,2022,Ramadan
2017-02-07,Italy,258762,21747,6.19,2,2017,Winter
2013-01-29,South Africa,224544,24874,16.56,1,2013,Winter
2021-10-14,Spain,191317,10925,16.0,10,2021,Spring
2012-07-03,Canada,224901,66762,8.55,7,2012,Summer
2012-05-04,UAE,192713,18646,10.55,5,2012,Spring
2021-11-13,Brazil,235806,10917,9.92,11,2021,Spring
2019-01-28,France,322326,47474,13.09,1,2019,Winter
2014-03-25,France,268940,30365,5.54,3,2014,Ramadan
2014-11-20,Netherlands,173827,5011,15.79,11,2014,Spring
2012-06-03,Spain,332112,23233,17.67,6,2012,Summer
2020-02-22,Lebanon,310528,27496,7.1,2,2020,Winter
2024-01-02,Saudi Arabia,196923,35426,9.68,1,2024,Winter
2016-04-13,Algeria,227508,34450,16.15,4,2016,Ramadan
2016-05-13,Romania,263025,11194,9.08,5,2016,Spring
2022-05-12,Mexico,183116,14275,16.48,5,2022,Spring
2014-04-24,Switzerland,152770,31411,14.57,4,2014,Ramadan
2022-02-11,Peru,196176,29620,10.4,2,2022,Winter
2020-03-23,Brazil,346732,23246,9.43,3,2020,Ramadan
2010-02-14,Saudi Arabia,276137,32366,12.95,2,2010,Winter
2023-08-05,Lebanon,165955,26712,7.08,8,2023,Summer
2014-08-22,Czech Republic,297170,39112,15.46,8,2014,Summer
2018-02-02,Turkey,286575,13987,8.5,2,2018,Winter
2023-08-05,Algeria,332208,14263,14.58,8,2023,Summer
2014-10-21,Netherlands,255759,11726,10.86,10,2014,Spring
2010-12-11,Brazil,170894,26767,18.09,12,2010,Winter
2013-06-28,Turkey,151372,14211,10.17,6,2013,Summer
2018-10-30,Hungary,176784,14267,6.67,10,2018,Spring
2021-07-16,Peru,342733,25862,17.01,7,2021,Summer
2014-09-21,Australia,260407,38735,8.97,9,2014,Spring
2021-01-17,Brazil,255042,5186,11.5,1,2021,Winter
2019-09-25,Egypt,176275,31378,14.92,9,2019,Spring
2023-11-03,Poland,151950,17056,16.8,11,2023,Spring
2015-06-18,Australia,162460,22377,9.37,6,2015,Summer
2023-08-05,Italy,294178,24255,12.55,8,2023,Summer
2010-12-11,Algeria,304882,16602,13.27,12,2010,Winter
2014-05-24,Egypt,208137,20166,9.87,5,2014,Spring
2016-03-14,Portugal,240728,14270,11.46,3,2016,Ramadan
2014-09-21,France,291394,30587,17.9,9,2014,Spring
2021-02-16,UAE,266965,31472,13.87,2,2021,Winter
2013-06-28,Morocco,319675,15567,16.33,6,2013,Summer
2019-03-29,Romania,296152,7584,13.18,3,2019,Ramadan
2014-11-20,Sweden,320392,12837,8.06,11,2014,Spring
2023-10-04,USA,206510,37902,15.31,10,2023,Spring
2024-09-28,Algeria,229934,39695,9.84,9,2024,Spring
2017-08-06,Switzerland,274420,28438,10.72,8,2017,Summer
2012-02-04,Italy,222004,39845,13.19,2,2012,Winter
2020-12-18,China,317495,49708,17.67,12,2020,Winter
2019-06-27,Romania,183259,15376,17.1,6,2019,Summer
2022-07-11,India,167778,22168,14.02,7,2022,Summer
2018-04-03,Italy,313266,61874,11.44,4,2018,Ramadan
2011-06-09,Japan,259375,28611,7.51,6,2011,Summer
2019-08-26,Jordan,325036,7138,9.27,8,2019,Summer
2019-11-24,Morocco,215079,22258,9.23,11,2019,Spring
2010-11-11,Germany,190421,53053,7.73,11,2010,Spring
2020-03-23,Australia,278894,10249,11.62,3,2020,Ramadan
2022-10-09,Sweden,155631,33337,10.72,10,2022,Spring
2018-01-03,India,320567,10632,9.85,1,2018,Winter
2011-09-07,Australia,348260,22889,15.76,9,2011,Spring
2021-12-13,Canada,264755,52361,6.55,12,2021,Winter
2016-05-13,Saudi Arabia,151870,18702,8.05,5,2016,Spring
2019-01-28,Canada,290020,66400,7.15,1,2019,Winter
2014-08-22,Libya,179927,10976,14.68,8,2014,Summer
2019-09-25,China,316870,56979,11.64,9,2019,Spring
2023-02-06,Lebanon,183013,30733,10.74,2,2023,Winter
2022-02-11,Portugal,322284,32153,7.19,2,2022,Winter
2020-03-23,Denmark,228605,33294,7.37,3,2020,Ramadan
2012-06-03,Qatar,329768,32899,15.28,6,2012,Summer
2022-03-13,India,241516,12387,8.01,3,2022,Ramadan
2015-08-17,Peru,215184,7194,8.03,8,2015,Summer
2011-11-06,Libya,184483,11997,7.9,11,2011,Spring
2018-06-02,Czech Republic,304858,31577,7.99,6,2018,Summer
2023-05-07,Libya,275475,28032,11.5,5,2023,Spring
2021-11-13,Germany,271209,51621,14.25,11,2021,Spring
2014-07-23,Mexico,284791,23782,17.27,7,2014,Summer
2018-06-02,Brazil,231892,38534,7.47,6,2018,Summer
2024-06-30,Lebanon,228623,12983,10.76,6,2024,Summer
2022-12-08,Denmark,302947,25676,17.26,12,2022,Winter
2018-11-29,Australia,257053,33801,8.81,11,2018,Spring
2019-12-24,Portugal,156168,24408,12.56,12,2019,Winter
2010-12-11,USA,257682,76099,6.07,12,2010,Winter
2012-11-30,China,296999,19391,14.72,11,2012,Spring
2013-07-28,Czech Republic,157809,28028,9.92,7,2013,Summer
2021-11-13,Libya,204153,11709,12.55,11,2021,Spring
2011-03-11,Lebanon,297230,20246,6.36,3,2011,Ramadan
2012-01-05,Romania,300185,30063,10.42,1,2012,Winter
2022-06-11,Egypt,233953,14606,7.42,6,2022,Summer
2012-06-03,Romania,299817,25558,9.88,6,2012,Summer
2019-04-28,Switzerland,314003,32099,10.2,4,2019,Ramadan
2019-01-28,Netherlands,203238,21471,13.57,1,2019,Winter
2020-08-20,Austria,346831,27516,6.4,8,2020,Summer
2017-05-08,Poland,187736,22505,7.35,5,2017,Spring
2014-08-22,Hungary,222110,38809,12.39,8,2014,Summer
2013-08-27,Peru,241159,38985,8.01,8,2013,Summer
2022-11-08,Austria,160920,12385,10.54,11,2022,Spring
2018-04-03,Belgium,255744,38213,7.26,4,2018,Ramadan
2010-12-11,UK,163510,27483,8.99,12,2010,Winter
2010-11-11,Chile,324447,31931,7.29,11,2010,Spring
2022-07-11,Libya,311563,34218,10.12,7,2022,Summer
2022-01-12,Libya,300492,23564,8.68,1,2022,Winter
2015-11-15,Jordan,239764,25793,18.45,11,2015,Spring
2018-08-01,Argentina,223817,5425,17.15,8,2018,Summer
2013-07-28,Colombia,291358,15570,9.88,7,2013,Summer
2016-11-09,Algeria,234567,23555,10.83,11,2016,Spring
2014-11-20,China,286215,30225,13.88,11,2014,Spring
2023-06-06,Belgium,153690,29451,17.1,6,2023,Summer
2020-01-23,France,321435,60086,12.38,1,2020,Winter
2019-10-25,USA,275562,23986,16.51,10,2019,Spring
2020-01-23,Italy,161483,33211,15.78,1,2020,Winter
2018-11-29,India,249014,10387,15.99,11,2018,Spring
2019-04-28,Canada,278680,69334,6.83,4,2019,Ramadan
2023-12-03,Saudi Arabia,248111,38368,11.98,12,2023,Winter
2014-11-20,Algeria,152340,20931,18.09,11,2014,Spring
2021-11-13,South Africa,339156,27935,10.45,11,2021,Spring
2013-04-29,UK,325168,19871,6.13,4,2013,Ramadan
2022-03-13,Morocco,268155,23325,7.84,3,2022,Ramadan
2017-03-09,South Africa,197306,12633,17.11,3,2017,Ramadan
2016-07-12,USA,156560,50898,13.55,7,2016,Summer
2019-10-25,Belgium,336840,25018,18.07,10,2019,Spring
2020-06-21,Germany,246349,34335,13.49,6,2020,Summer
2015-03-20,Norway,179133,34978,7.06,3,2015,Ramadan
2012-08-02,Austria,200499,39690,11.69,8,2012,Summer
2018-03-04,Brazil,309861,23549,10.39,3,2018,Ramadan
2010-04-15,Netherlands,274360,21563,14.62,4,2010,Ramadan
2012-02-04,Colombia,207071,13473,9.35,2,2012,Winter
2013-01-29,Netherlands,310263,28501,5.87,1,2013,Winter
2017-09-05,Spain,240886,37532,12.3,9,2017,Spring
2020-12-18,Greece,194753,37452,13.64,12,2020,Winter
2016-05-13,Colombia,180612,31853,11.49,5,2016,Spring
2020-06-21,Libya,276739,27289,15.02,6,2020,Summer
2011-07-09,Japan,185200,13227,5.65,7,2011,Summer
2012-11-30,Lebanon,248017,12956,17.69,11,2012,Spring
2016-02-13,India,325357,5779,9.64,2,2016,Winter
2014-06-23,Saudi Arabia,186608,13059,14.93,6,2014,Summer
2010-09-12,Switzerland,301194,5869,17.17,9,2010,Spring
2018-03-04,Canada,289177,56272,9.97,3,2018,Ramadan
2021-09-14,Japan,315726,11551,13.46,9,2021,Spring
2022-06-11,Portugal,310271,9176,9.24,6,2022,Summer
2024-03-02,Australia,218263,14292,7.02,3,2024,Ramadan
2010-02-14,Argentina,298763,14230,12.28,2,2010,Winter
2010-11-11,Sweden,155955,29267,15.16,11,2010,Spring
2014-04-24,Mexico,153097,25026,5.96,4,2014,Ramadan
2012-11-30,Portugal,339864,10326,17.76,11,2012,Spring
2017-02-07,Czech Republic,171498,21225,9.84,2,2017,Winter
2018-05-03,Chile,241752,38244,18.14,5,2018,Spring
2011-10-07,Spain,222698,8885,16.77,10,2011,Spring
2016-04-13,Kuwait,342061,18802,17.65,4,2016,Ramadan
2016-02-13,Morocco,244966,31794,6.89,2,2016,Winter
2014-02-23,Egypt,188327,17594,11.04,2,2014,Winter
2019-04-28,Japan,250706,7577,14.09,4,2019,Ramadan
2012-05-04,Brazil,255639,22432,10.89,5,2012,Spring
2016-07-12,Morocco,196850,36619,10.31,7,2016,Summer
2024-08-29,Romania,178186,34732,9.75,8,2024,Summer
2024-05-01,Hungary,216910,34694,13.08,5,2024,Spring
2010-06-14,Poland,309004,33979,8.17,6,2010,Summer
2013-01-29,Italy,214944,22565,14.7,1,2013,Winter
2014-11-20,France,155105,52021,6.95,11,2014,Spring
2020-06-21,Austria,174080,20401,15.31,6,2020,Summer
2015-07-18,Germany,158276,30872,12.94,7,2015,Summer
2018-09-30,China,204469,24413,9.44,9,2018,Spring
2014-06-23,Norway,312873,34700,8.92,6,2014,Summer
2019-11-24,South Africa,188059,12547,10.67,11,2019,Spring
2015-04-19,Turkey,211765,9084,11.92,4,2015,Ramadan
2013-08-27,India,227998,38862,13.55,8,2013,Summer
2015-09-16,Colombia,288505,9148,11.7,9,2015,Spring
2017-05-08,Libya,172982,39665,11.79,5,2017,Spring
2022-09-09,Algeria,311538,27919,16.18,9,2022,Spring
2017-01-08,Belgium,195141,7455,9.08,1,2017,Winter
2019-07-27,Turkey,290184,23836,11.53,7,2019,Summer
2022-07-11,Algeria,240315,26019,13.22,7,2022,Summer
2018-07-02,Spain,161544,5168,16.66,7,2018,Summer
2021-07-16,Poland,178190,37136,8.98,7,2021,Summer
2018-03-04,Chile,242809,19552,8.43,3,2018,Ramadan
2013-03-30,Lebanon,194614,19833,6.64,3,2013,Ramadan
2015-05-19,Qatar,279364,19238,10.85,5,2015,Spring
2013-11-25,Qatar,184060,18531,16.82,11,2013,Spring
2019-05-28,Hungary,339624,7277,6.5,5,2019,Spring
2019-07-27,Brazil,243781,21271,14.1,7,2019,Summer
2010-05-15,Canada,224392,25557,12.2,5,2010,Spring
2019-08-26,Netherlands,223167,33082,12.74,8,2019,Summer
2019-06-27,Egypt,330189,30834,13.4,6,2019,Summer
2024-09-28,Peru,161205,16788,11.11,9,2024,Spring
2017-01-08,Japan,227219,21602,11.57,1,2017,Winter
2014-12-20,USA,319434,61121,6.01,12,2014,Winter
2014-07-23,Switzerland,316519,36355,13.49,7,2014,Summer
2011-02-09,Italy,241586,70870,10.06,2,2011,Winter
2021-04-17,Belgium,239959,17446,14.95,4,2021,Ramadan
2018-04-03,Argentina,283807,32132,8.79,4,2018,Ramadan
2014-08-22,Peru,199889,30664,9.8,8,2014,Summer
2022-05-12,Brazil,332128,30001,6.08,5,2022,Spring
2021-07-16,Morocco,153098,5551,14.26,7,2021,Summer
2011-03-11,Chile,316784,38635,17.02,3,2011,Ramadan
2017-12-04,Turkey,334943,31924,17.86,12,2017,Winter
2016-11-09,USA,320194,39804,10.81,11,2016,Spring
2022-08-10,Hungary,329544,15092,11.42,8,2022,Summer
2018-09-30,Kuwait,208965,38406,5.8,9,2018,Spring
2013-03-30,Spain,176102,8010,13.64,3,2013,Ramadan
2016-09-10,Morocco,334941,27567,10.68,9,2016,Spring
2019-05-28,Poland,215205,19349,11.54,5,2019,Spring
2012-09-01,Norway,231639,5047,11.69,9,2012,Spring
2022-08-10,Italy,186095,57612,12.38,8,2022,Summer
2012-06-03,Turkey,177638,20506,17.2,6,2012,Summer
2021-03-18,Chile,255196,16437,14.09,3,2021,Ramadan
2012-07-03,Norway,274699,12366,11.54,7,2012,Summer
2010-02-14,Canada,265909,48952,14.28,2,2010,Winter
2017-03-09,Portugal,254827,13750,15.55,3,2017,Ramadan
2016-02-13,Germany,275402,58399,12.33,2,2016,Winter
2019-12-24,UAE,260551,39711,15.73,12,2019,Winter
2010-04-15,Mexico,231426,36060,10.72,4,2010,Ramadan
2021-06-16,Libya,202574,26029,8.0,6,2021,Summer
2018-04-03,Japan,189021,37617,13.99,4,2018,Ramadan
2022-12-08,Japan,222463,18638,6.19,12,2022,Winter
2015-11-15,Peru,228972,6226,8.52,11,2015,Spring
2020-11-18,Czech Republic,319140,20363,11.82,11,2020,Spring
2020-05-22,India,332235,22047,15.33,5,2020,Spring
2023-11-03,Denmark,303662,6307,14.45,11,2023,Spring
2021-11-13,Poland,191259,22038,13.87,11,2021,Spring
2024-01-02,USA,288132,51891,14.17,1,2024,Winter
2018-11-29,Romania,287058,9775,13.97,11,2018,Spring
2016-12-09,Greece,242458,26842,15.47,12,2016,Winter
2019-08-26,Romania,323621,20060,16.44,8,2019,Summer
2024-01-02,Italy,186405,33171,8.58,1,2024,Winter
2023-06-06,Czech Republic,310372,20512,7.04,6,2023,Summer
2010-11-11,Austria,332676,22713,10.38,11,2010,Spring
2011-07-09,Italy,314613,31609,11.92,7,2011,Summer
2015-05-19,Brazil,306099,38617,12.06,5,2015,Spring
2016-02-13,Austria,234746,9384,14.68,2,2016,Winter
2019-02-27,Belgium,224729,10923,5.86,2,2019,Winter
2010-06-14,Brazil,267377,29002,6.9,6,2010,Summer
2012-02-04,Hungary,213306,9860,12.51,2,2012,Winter
2018-04-03,Peru,346844,27765,16.08,4,2018,Ramadan
2010-08-13,UK,288934,51522,7.24,8,2010,Summer
2022-12-08,India,164836,6289,14.69,12,2022,Winter
2024-04-01,Belgium,244175,37124,15.25,4,2024,Ramadan
2020-07-21,Romania,275200,30591,8.05,7,2020,Summer
2016-10-10,India,236006,39807,16.24,10,2016,Spring
2023-07-06,Argentina,168622,13652,14.39,7,2023,Summer
2023-01-07,Switzerland,244721,13055,15.38,1,2023,Winter
2013-05-29,Czech Republic,192032,27419,12.29,5,2013,Spring
2011-07-09,Egypt,257667,15073,7.11,7,2011,Summer
2015-07-18,Kuwait,207384,24452,12.0,7,2015,Summer
2018-04-03,Greece,175049,14951,15.07,4,2018,Ramadan
2012-03-05,UK,247178,28312,9.57,3,2012,Ramadan
2022-05-12,UAE,268789,5341,9.91,5,2022,Spring
2020-10-19,Denmark,184895,31141,14.9,10,2020,Spring
2010-11-11,Denmark,174683,10839,17.8,11,2010,Spring
2011-04-10,France,341294,22847,11.47,4,2011,Ramadan
2024-09-28,Argentina,253210,38563,10.21,9,2024,Spring
2015-03-20,Switzerland,348980,36945,17.28,3,2015,Ramadan
2021-02-16,Canada,168659,49755,14.44,2,2021,Winter
2010-08-13,Mexico,247651,11048,17.34,8,2010,Summer
2022-08-10,Czech Republic,262937,19914,17.95,8,2022,Summer
2016-09-10,Spain,254326,8962,12.09,9,2016,Spring
2021-08-15,Turkey,291673,28156,14.84,8,2021,Summer
2014-04-24,Poland,242782,39056,15.72,4,2014,Ramadan
2011-11-06,Australia,277017,31505,12.15,11,2011,Spring
2013-06-28,Argentina,337979,31615,13.57,6,2013,Summer
2018-06-02,Belgium,202619,17632,16.38,6,2018,Summer
2014-06-23,USA,225024,74580,15.58,6,2014,Summer
2020-11-18,Spain,305161,9904,12.88,11,2020,Spring
2016-09-10,Czech Republic,174724,9505,17.84,9,2016,Spring
2019-11-24,Turkey,328939,23395,17.86,11,2019,Spring
2021-05-17,Brazil,253420,17105,13.65,5,2021,Spring
2019-02-27,Hungary,279127,17975,8.32,2,2019,Winter
2023-08-05,South Africa,329424,15393,13.71,8,2023,Summer
2019-09-25,Switzerland,346243,19727,17.3,9,2019,Spring
2017-06-07,Spain,231078,8606,14.16,6,2017,Summer
2018-07-02,Romania,235954,27891,14.26,7,2018,Summer
2018-01-03,Saudi Arabia,215531,9878,8.06,1,2018,Winter
2024-08-29,Hungary,173502,34897,17.06,8,2024,Summer
2013-11-25,Egypt,199458,16874,18.4,11,2013,Spring
2019-11-24,Saudi Arabia,300264,17688,7.14,11,2019,Spring
2018-07-02,Turkey,220857,7212,9.11,7,2018,Summer
2018-02-02,Czech Republic,301606,31970,9.24,2,2018,Winter
2024-07-30,China,265255,27132,14.26,7,2024,Summer
2015-03-20,Belgium,251477,8996,16.14,3,2015,Ramadan
2011-02-09,Czech Republic,212647,34442,10.66,2,2011,Winter
2020-10-19,Egypt,314491,22528,12.57,10,2020,Spring
2012-05-04,Saudi Arabia,197568,26318,5.85,5,2012,Spring
2011-05-10,UAE,234813,11951,7.5,5,2011,Spring
2010-11-11,Saudi Arabia,342915,34038,9.11,11,2010,Spring
2018-07-02,Japan,300638,30646,5.55,7,2018,Summer
2023-03-08,Australia,330054,31054,8.26,3,2023,Ramadan
2020-09-19,Libya,327397,38826,18.41,9,2020,Spring
2012-04-04,USA,315455,35385,14.4,4,2012,Ramadan
2020-09-19,Norway,192098,22247,8.22,9,2020,Spring
2020-11-18,UK,310609,57401,6.08,11,2020,Spring
2024-05-31,Norway,166718,14691,14.37,5,2024,Spring
2015-12-15,Austria,277753,15474,18.1,12,2015,Winter
2024-06-30,India,189140,5786,12.6,6,2024,Summer
2016-10-10,Qatar,327571,5734,9.05,10,2016,Spring
2017-12-04,Peru,325722,13051,17.21,12,2017,Winter
2013-12-25,Kuwait,338527,19442,8.85,12,2013,Winter
2017-10-05,Turkey,233586,22533,14.57,10,2017,Spring
2019-01-28,UK,228757,23921,9.67,1,2019,Winter
2015-05-19,South Africa,294015,8479,16.8,5,2015,Spring
2014-06-23,Libya,331329,26238,13.93,6,2014,Summer
2012-08-02,UK,249572,30074,12.91,8,2012,Summer
2010-05-15,China,257923,20667,16.64,5,2010,Spring
2022-06-11,Italy,267944,64503,17.83,6,2022,Summer
2024-04-01,USA,205373,39753,15.48,4,2024,Ramadan
